,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
"2,3-Dichloronitrobenzene",10.456248425296044,-0.8948148148148141,10.456248425296044,0.37558641975308604,0.5065691418971879,192.00100000000003,188.977,190.954083696,58.0,0.0,0.28890671361269615,-0.258262479856549,0.28890671361269615,0.258262479856549,1.2727272727272727,1.9090909090909092,2.4545454545454546,3.682463305848331,395.02302318834774,11.041451884327381,8.019639122446138,6.5314970144830475,6.374785217660714,3.966719642429317,3.2226485884477714,1.6086810558442544,2.364610001862709,0.9363318196653699,1.6845260038617347,0.4848120449426597,0.7850585501179349,-0.8,971.5503877581306,4.954820936639118,3.067883356476889,1.6121146565711195,76.90582279626354,0.0,5.022633313741326,0.0,0.0,5.687386274683562,0.0,10.114318268765572,0.0,0.0,0.0,29.244298488128326,6.042418707663295,6.042418707663295,14.058220031069656,9.035586717328332,28.889266055148596,0.0,0.0,0.0,0.0,0.0,38.28684101923811,0.0,0.0,0.0,5.687386274683562,0.0,23.20187978046503,4.923311048817671,0.0,10.114318268765572,4.1122756685106605,18.127256122989884,10.045266627482652,0.0,0.0,43.14,33.76058676023244,10.114318268765572,0.0,5.022633313741326,0.0,0.0,0.0,0.0,0.0,0.0,27.31415544897569,21.621916729654824,10.950709876543208,9.561433610481231,9.610908919123206,-0.7382716049382709,0.0,-1.7844753086419745,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,2.901600000000001,43.11640000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thiamylal,13.355982615268328,-4.848263888888891,13.355982615268328,0.6404483182161753,0.4440914917068062,254.35500000000016,236.21099999999998,254.108898816,94.0,0.0,0.24193208548411407,-0.30188865525224523,0.30188865525224523,0.24193208548411407,1.3529411764705883,2.0588235294117645,2.588235294117647,4.622196163967386,941.5122828168192,28.541451884327383,26.119172062391506,8.935668643319232,15.151494223968113,12.901226817695628,4.4150479171595745,2.741486112402001,3.1066344840721114,1.8484739991829113,2.0310481850179665,1.091216360471161,1.2570390526386817,-1.2300000000000002,5012064.159889296,3.0166891596894416,5.401598681435423,2.386315489171115,132.24531118248447,10.619626706576751,5.41499046939678,7.93612104138116,11.814359458703011,0.0,0.0,9.589074368143644,0.0,0.0,6.531038962001867,26.128780881956303,30.857680931068533,17.819861230212858,4.1122756685106605,34.34489542352356,29.144669786474463,0.0,10.619626706576751,11.308948154759857,32.8225589385795,0.0,12.583110708037434,0.0,0.0,10.619626706576751,0.0,0.0,12.217873443046695,16.926796343427768,9.589074368143644,11.308948154759857,54.75469583730307,12.583110708037434,2.8236841566564013,0.0,0.0,58.2,84.2610408513813,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.217873443046695,24.755821055379915,140.38288676041407,4.510454945095322,26.711965230536656,-2.60849824420509,-4.635324074074075,-9.758741969009828,-1.9861682728647,-13.488704530423284,-10.377869845469055,0.0,0.5833333333333334,17.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,5.0,7.0,0.0,1.0,1.0,1.0,1.5159999999999998,70.20240000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fluoranthene,8.238832199546486,-0.5006377551020409,8.238832199546486,0.006481481481481088,0.39392556622003977,202.25600000000006,192.17599999999996,202.07825032,74.0,0.0,0.06294722007308146,-0.061607055994408445,0.06294722007308146,0.061607055994408445,0.375,0.8125,1.375,2.448154783922087,1091.3200735088944,19.237604307034015,18.0,8.0,12.106836025229592,9.75,4.75,3.5,3.5,2.6875,2.6875,2.03125,2.03125,-2.079999999999999,726671.2148208964,3.2063738025165103,2.732404740131078,0.8488877804628446,108.21403570544506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.42418707663295,33.02625439571757,0.0,13.7075855617022,13.7075855617022,10.772448428929591,0.0,0.0,0.0,0.0,0.0,60.42418707663295,0.0,22.253805966787983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7075855617022,60.42418707663295,0.0,33.02625439571757,0.0,0.0,48.33934966130636,0.0,0.0,45.11109181104417,0.0,0.0,0.0,0.0,0.0,0.0,13.7075855617022,80.96592970521542,0.0,0.0,0.03616780045351531,0.0425925925925934,0.0,-4.378023431594858,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.487200000000002,68.37800000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Propylisopropylether,7.426041666666666,-3.858333333333336,7.426041666666666,3.56855867346939,0.527838421936117,102.17699999999994,88.065,102.104465068,44.0,0.0,0.05973724534655688,-0.378808647594631,0.378808647594631,0.05973724534655688,1.2857142857142858,2.142857142857143,2.7142857142857144,5.891213191558563,356.39614600878207,17.707106781186546,17.408248290463863,3.408248290463863,8.707106781186548,8.408248290463863,1.4082482904638631,0.6582482904638631,0.6582482904638631,0.20412414523193154,0.20412414523193154,0.07654655446197432,0.07654655446197432,-0.04,6155.3199408920955,0.6205555800980719,4.127785234899329,5.960000000000001,65.34709383166889,4.736862953800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.851892117295679,20.076709135920737,21.637329360788705,10.192293695460648,23.927482740183127,0.0,0.0,0.0,0.0,33.00861928016641,6.558985242916289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.639003269866276,4.736862953800049,0.0,46.11922103959953,0.0,0.0,0.0,0.0,9.23,39.567604523082686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.736862953800049,19.190619786383078,103.33190901360541,0.0,0.0,0.0,0.0,0.0,0.0,-7.564583333333335,-14.767325680272114,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.8214000000000001,31.378999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1,3-Dimethylnaphthalene",8.030208333333334,-2.9848639455782315,8.030208333333334,0.5053240740740736,0.5476492453414699,156.2280000000001,144.13199999999998,156.093900384,60.0,0.0,0.06320582748894821,-0.06162921576194525,0.06320582748894821,0.06162921576194525,0.75,1.5,2.25,3.311564132563859,842.6882999575571,18.773502691896258,18.0,6.0,10.70811855099405,9.25,3.25,2.25,2.25,1.4375,1.4375,0.9375,0.9375,-1.2999999999999998,79168.69074320185,1.7923819188520356,2.6325540535695073,1.095421436004162,89.70259788203909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.81796373767676,30.039684155217948,8.224551337021321,8.224551337021321,16.44910267404264,10.772448428929591,0.0,0.0,0.0,13.703784234591359,0.0,47.38141522937376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.703784234591359,27.576005657436628,36.25451224597977,0.0,10.772448428929591,0.0,0.0,71.8576478928947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.44910267404264,92.2944426729025,0.0,0.0,-1.0155092592592587,-1.6270549886621306,0.0,-4.526948696145123,0.0,-5.958263062169312,0.0,0.16666666666666666,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.456640000000002,53.42200000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diethylstilbestrol,8.463861725245653,-3.927969104308393,8.463861725245653,0.9915518862567472,0.7796984854737203,268.35599999999977,248.19599999999994,268.14632988000034,104.0,0.0,0.2930920749010409,-0.5079662480135985,0.5079662480135985,0.2930920749010409,0.75,1.15,1.45,3.5971054479539792,1207.919464149887,31.49711733102786,29.816496580927726,9.816496580927726,17.926862566007454,14.97474487139159,5.158248290463863,3.408248290463863,3.408248290463863,2.2041241452319316,2.2041241452319316,1.3520620726159658,1.3520620726159658,-2.2199999999999993,96647416.87391403,3.3288947185176774,6.286951762872694,3.020901581332349,147.84976500375907,10.217616382214425,11.49902366656781,0.0,0.0,2.8623993144652684,0.0,0.0,0.0,0.0,0.0,37.87345906524454,59.18863667684446,13.7075855617022,10.96606844936176,34.89127039327839,11.146209060138535,2.8623993144652684,0.0,0.0,26.449634037250117,0.0,59.46625264470035,0.0,11.49902366656781,0.0,0.0,11.49902366656781,0.0,13.080015696679693,0.0,0.0,62.25019103170813,48.33934966130636,0.0,11.146209060138535,0.0,40.46,108.56111940865682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.217616382214425,27.536053325529227,160.2870226479528,0.0,0.0,8.191370123947824,-5.860691242546402,-1.9831037725134948,-9.767668901965436,-7.855938208616786,-7.677657312925176,0.0,0.2222222222222222,20.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,8.0,0.0,0.0,0.0,2.0,4.828600000000005,83.60960000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chlorothalonil,8.704536407155455,-0.07462962962962916,8.704536407155455,0.03626543209876498,0.5249703621195863,265.914,265.914,263.88155872,70.0,0.0,0.10237867887400381,-0.1923229001143206,0.1923229001143206,0.10237867887400381,0.6428571428571429,1.0,1.2857142857142858,3.781719623999497,440.5804759440678,10.878315177510851,6.406285083036824,9.430000867110643,6.540111220059322,3.203142541518412,4.715000433555321,2.229535743768433,3.741393635805343,1.4869820786923913,3.192304069148645,0.8298680485500368,1.899925919328703,-0.6399999999999999,1177.3115965560655,11.434850299401196,4.255635544020216,1.6287921069730855,100.15951161875428,0.0,12.138442625584547,0.0,0.0,0.0,0.0,0.0,0.0,10.523783109476973,0.0,46.40375956093006,0.0,0.0,31.217436238359298,0.0,46.40375956093006,10.523783109476973,0.0,0.0,0.0,0.0,31.217436238359298,0.0,12.138442625584547,0.0,0.0,0.0,46.40375956093006,0.0,0.0,22.66222573506152,11.126902983393991,0.0,20.090533254965305,0.0,0.0,47.58,0.0,0.0,0.0,31.217436238359298,0.0,0.0,0.0,12.138442625584547,0.0,0.0,56.927542670407036,0.0,22.81197656840514,0.0,17.220708616780048,-0.08466049382715957,0.0,3.49641975308642,0.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,4.043559999999999,55.912000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2,3',4',5-PCB",7.986229528848576,-0.4555580750818844,7.986229528848576,0.18543209876543165,0.6072884054188125,291.9919999999999,285.944,289.92236091200016,82.0,0.0,0.0645541934026525,-0.08431960212768279,0.08431960212768279,0.0645541934026525,0.5,1.0,1.75,3.026914071477952,679.6693198807528,16.928203230275514,13.511857892036907,10.535573676110728,10.106836025229592,7.005928946018454,5.517786838055363,2.755928946018454,4.267786838055364,1.7109243178496663,2.847058667834714,1.0334733547569201,1.6004200642707616,-0.4000000000000001,54493.88210944759,6.510486334090374,4.8484918126975005,2.464317019722425,122.13138523409451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.44617826859336,35.77554503001347,15.608718119179649,18.26981796450397,8.224551337021321,46.40375956093006,0.0,0.0,0.0,0.0,0.0,56.34504550094507,0.0,11.126902983393991,0.0,0.0,0.0,46.40375956093006,0.0,0.0,0.0,8.224551337021321,36.25451224597977,20.090533254965305,11.126902983393991,0.0,0.0,36.25451224597977,0.0,0.0,31.217436238359298,0.0,0.0,0.0,0.0,0.0,0.0,54.6283108979514,47.02661109711375,23.516170739900893,0.0,-1.1499038380784397,-0.40320987654320906,0.0,-2.5452236779485444,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,5.967200000000002,71.918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
styrene oxide,7.667129629629629,-2.332317649281934,7.667129629629629,0.46435185185185124,0.5142788287632906,120.15099999999994,112.08699999999997,120.057514876,46.0,0.0,0.10595724459041302,-0.3680470254929766,0.3680470254929766,0.10595724459041302,1.2222222222222223,1.7777777777777777,2.3333333333333335,2.727763104921328,483.7320221416752,13.171208396324303,12.408248290463863,4.408248290463863,7.632533261729492,6.408248290463863,2.408248290463863,1.5332482904638631,1.5332482904638631,0.9311862178478973,0.9311862178478973,0.4911086270779401,0.4911086270779401,-0.8200000000000001,5727.863085365423,1.428748781985171,1.8484462132058532,0.9581455833819061,65.50876542561036,4.736862953800049,6.080018026949988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.212093538316473,5.563451491696996,0.0,17.525053692278046,15.702931403161807,0.0,0.0,0.0,0.0,6.080018026949988,6.558985242916289,35.77554503001347,0.0,0.0,0.0,0.0,0.0,0.0,6.558985242916289,4.736862953800049,0.0,22.60953796800874,30.212093538316473,0.0,0.0,0.0,12.53,48.41454829987974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.736862953800049,10.96606844936176,63.99883503401361,0.0,0.0,0.0,-0.46435185185185124,0.0,-2.9804062736205594,-2.221759259259259,-2.332317649281934,0.0,0.25,9.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.7579,35.135000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isopropylbenzene ,7.917129629629629,-3.4104426492819364,7.917129629629629,0.7850151171579742,0.5342617380464316,120.19499999999992,108.09899999999998,120.093900384,48.0,0.0,0.06257068507405417,-0.06224839474669082,0.06257068507405417,0.06224839474669082,1.0,1.5555555555555556,2.111111111111111,3.956900669539755,522.556662790171,16.964101615137757,16.5,4.5,9.175426480542944,8.25,2.25,1.375,1.375,0.75,0.75,0.375,0.375,-0.78,14589.586075418687,1.0480546041026457,2.6743372612696805,1.5627607309331124,73.38587546470053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.915877772907834,11.457409177060075,9.59530989319154,6.853792780851101,16.44910267404264,0.0,0.0,0.0,0.0,19.597741919954437,0.0,35.77554503001347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.610296085694095,30.212093538316473,0.0,0.0,0.0,0.0,55.373286949967905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.44910267404264,89.48066893424036,0.0,0.0,0.0,-1.0476851851851847,-3.325925925925926,-4.53617252456538,0.0,-6.820885298563873,0.0,0.3333333333333333,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.8100000000000014,40.53100000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deoxycorticosterone,14.03977924841245,-5.6285082435752125,14.03977924841245,2.2986865755446653,0.8398032346789406,330.46799999999945,300.228,330.2194948200008,132.0,0.0,0.2106753711690518,-0.3885795300144365,0.3885795300144365,0.2106753711690518,1.0833333333333333,1.9583333333333333,2.75,2.67763813816824,1753.8186445813794,43.51650785794505,41.72474487139159,11.72474487139159,23.15275331898943,21.52062072615966,6.612372435695795,5.260310363079829,5.260310363079829,3.921821848206581,3.921821848206581,2.729639663385922,2.729639663385922,-0.9600000000000002,20486845098.34661,3.563767819559904,5.5204902403673355,2.1262227511659666,186.67822888490562,5.1088081911072125,6.558985242916289,11.566489892729878,1.4311996572326342,0.0,0.0,9.589074368143644,0.0,0.0,0.0,19.276888764660626,79.17440005022401,47.906605047118205,4.1122756685106605,54.449880688187285,11.566489892729878,1.4311996572326342,0.0,34.405811680245876,64.68718344522638,6.558985242916289,11.625176276104835,0.0,0.0,0.0,0.0,0.0,0.0,24.665482983986013,9.589074368143644,34.405811680245876,104.43918157416265,11.625176276104835,0.0,0.0,0.0,54.370000000000005,128.8436465372233,20.555142817505402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,30.21712933680725,263.1452897526035,0.0,27.30192291790741,3.579218653589907,-13.183767883192719,-27.650231265533066,-2.2986865755446653,-40.85674166758202,-14.620337265581679,0.0,0.8095238095238095,24.0,1.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,3.0,5.0,3.0,0.0,3.0,4.0,3.695900000000003,92.29280000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
