,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
2-methylpyridine,7.275115740740741,-2.614699074074074,7.275115740740741,0.5249999999999997,0.4719983679006756,93.12899999999996,86.073,93.057849224,36.0,0.0,0.08399018800125126,-0.26161242494491843,0.26161242494491843,0.08399018800125126,1.5714285714285714,2.5714285714285716,3.4285714285714284,3.4890234930775006,369.42326113431096,11.093858127134677,10.447213595499958,3.447213595499958,6.247906125614376,5.197213595499958,1.6972135954999579,0.9472135954999579,0.9472135954999579,0.46700849718747367,0.46700849718747367,0.2302050983124842,0.2302050983124842,-0.8500000000000001,815.9213636886849,0.9432744437537047,1.7349674800723753,0.9995769964301435,52.850786716014795,0.0,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,0.0,6.042418707663295,18.93672953262227,15.97909887417388,5.483034224680881,9.59530989319154,0.0,0.0,4.9839785209472085,0.0,6.851892117295679,0.0,29.994079328653108,0.0,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,6.851892117295679,15.289237888039999,24.300151333804646,0.0,0.0,0.0,12.89,36.845971445948784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,9.59530989319154,49.7680787037037,0.0,3.3135185185185185,0.0,-0.5939814814814814,0.0,-1.7035879629629622,-0.5859953703703698,-2.614699074074074,0.0,0.16666666666666666,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.39002,28.973999999999993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simazine,7.586783312862182,-3.275828254913076,7.586783312862182,0.24026785714285692,0.7710639211017837,201.66100000000012,189.565,201.07812306399998,72.0,0.0,0.22844701487188132,-0.3543182642119109,0.3543182642119109,0.22844701487188132,1.1538461538461537,1.6923076923076923,2.1538461538461537,3.383634833631471,579.0105471719646,20.008071689507773,18.114032450509015,6.869961396527471,10.92555748620835,8.81947740500432,3.303014687013631,1.6516546430706303,1.9897163449620368,0.8963188243478414,1.0653496752935447,0.5294783328018287,0.6806641220055196,-1.1,83328.66086506296,2.475165000612735,4.811985946578983,3.022964882181997,98.9288653805111,10.619626706576751,0.0,2.8236841566564013,17.180264882017248,0.0,0.0,0.0,0.0,14.951935562841626,0.0,0.0,25.304724124823874,26.701304930334086,0.0,16.5312697183586,23.497618452205504,0.0,14.951935562841626,0.0,13.703784234591359,23.61334607520864,5.283586320044258,0.0,0.0,10.619626706576751,11.896678561972989,0.0,11.600939890232516,27.945654931473513,0.0,0.0,27.411369796293556,0.0,8.10727047670066,0.0,0.0,62.730000000000004,43.877768485240495,0.0,0.0,10.619626706576751,0.0,0.0,0.0,0.0,0.0,14.951935562841626,28.13220960859111,87.62578081695641,5.558476946334088,10.100694129503653,-1.205365646258503,0.0,-1.8986725245653817,0.0,0.0,-13.06980261085916,0.0,0.5714285714285714,13.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,6.0,6.0,0.0,0.0,0.0,1.0,1.3885999999999998,53.164400000000015,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2,3-dichlorodibenzo-p-dioxin",7.8755914588057445,-0.49214072254416164,7.8755914588057445,0.1960158940119252,0.567313490833062,253.08400000000003,247.03599999999997,251.974484792,80.0,0.0,0.17124710407685684,-0.4494555700938691,0.4494555700938691,0.17124710407685684,0.625,1.0,1.4375,2.32088843639644,704.332023387458,16.342416792648606,13.57242552694618,9.08428341898309,10.251795315372462,7.194461053936953,4.950389999955408,2.8985851991688847,3.65451414518734,1.874526436479959,2.5382051952034725,1.2037727247719578,1.4699066362576174,-1.3799999999999992,82920.40996815295,5.300494480366428,3.578654076487386,1.5075655089018505,110.7461120858157,9.473725907600098,0.0,22.99804733313562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.286717195791624,12.08483741532659,12.08483741532659,18.26981796450397,17.698277244621416,23.20187978046503,0.0,0.0,0.0,0.0,0.0,46.299778873462415,0.0,22.99804733313562,9.473725907600098,0.0,22.99804733313562,23.20187978046503,0.0,0.0,0.0,8.224551337021321,36.25451224597977,10.045266627482652,0.0,0.0,18.46,24.16967483065318,0.0,0.0,45.12815137594486,0.0,0.0,0.0,0.0,0.0,0.0,40.90015702508647,57.38079840989894,11.697180230116736,0.0,-0.39203178802385064,0.0,-0.9412597631645236,-2.5224648666050777,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,4.891400000000001,63.05200000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
octan-1-amine,7.727083333333333,-4.380000000000002,7.727083333333333,0.9237805886243384,0.5470736840212029,129.24699999999993,110.09499999999998,129.151749608,56.0,0.0,0.118379134768161,-0.33047350396342257,0.33047350396342257,0.118379134768161,1.0,1.6666666666666667,2.3333333333333335,6.722418464087031,568.9729249389503,23.577350269189626,23.44721359549996,4.447213595499958,11.693375672974065,11.368033988749897,1.973606797749979,0.8618033988749895,0.8618033988749895,0.36840169943749473,0.36840169943749473,0.15295084971874737,0.15295084971874737,-0.04,136068.7665341137,0.7810779349998681,7.960000000000003,7.9600000000000035,85.44428929328362,5.719716975726273,2.8236841566564013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.716516623942574,12.869784585645323,23.302895454893736,0.0,26.126579611550135,0.0,0.0,0.0,5.719716975726273,45.08944152527195,6.496859684315945,0.0,0.0,0.0,5.719716975726273,0.0,0.0,0.0,6.496859684315945,0.0,0.0,68.39233698016572,0.0,2.8236841566564013,0.0,0.0,26.02,57.306018185314166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.126579611550135,141.1316292280801,0.0,0.0,0.0,-0.9237805886243384,0.0,0.0,-25.522443783068795,-7.685404856387001,0.0,1.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,2.3056,42.430400000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ammonia,5.75,-0.25,5.75,0.25,0.3975550616040572,17.031,14.007,17.026549096,8.0,0.0,0.11464191203592448,-0.34392573610777344,0.34392573610777344,0.11464191203592448,4.0,4.0,4.0,2.3237900077244498,8.0,3.5773502691896257,3.447213595499958,0.4472135954999579,1.7320508075688772,1.3416407864998738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,3.2451124978365313,0.00017531044558071615,-27.040000000000028,-104.0400000000001,11.893309521068788,6.129620598164171,4.235526234984602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235526234984602,0.0,0.0,6.129620598164171,0.0,0.0,0.0,0.0,0.0,0.0,6.129620598164171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.235526234984602,0.0,0.0,35.0,0.0,0.0,0.0,6.129620598164171,0.0,0.0,0.0,0.0,0.0,0.0,4.235526234984602,17.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16199999999999998,5.0221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1,2-bis(trifluoromethyl)benzene",12.483354119425549,-5.526550925925927,12.483354119425549,1.360810185185185,0.5770338551587822,214.108,210.07599999999996,214.021719448,78.0,0.0,0.4165047770120961,-0.16611840963317592,0.4165047770120961,0.16611840963317592,0.6428571428571429,0.9285714285714286,1.1428571428571428,3.8923517626816007,445.076382056896,14.464101615137753,10.267786838055361,6.267786838055362,7.886751345948129,5.133893419027681,3.133893419027681,2.2455181380852696,2.2455181380852696,1.2544467095138403,1.2544467095138403,0.7377100321353803,0.7377100321353803,-1.2000000000000004,3844.3957466494826,6.314739229024942,3.1812869822485195,2.1825435569396507,80.77438176651883,0.0,0.0,0.0,0.0,0.0,12.35259703488695,0.0,0.0,26.34249028604892,0.0,12.08483741532659,12.08483741532659,0.0,16.60993720807487,31.8255245107298,0.0,0.0,0.0,0.0,12.35259703488695,0.0,35.29657781404717,0.0,0.0,0.0,26.34249028604892,0.0,0.0,0.0,12.35259703488695,0.0,16.60993720807487,24.16967483065318,0.0,0.0,0.0,0.0,47.64917484893412,26.34249028604892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.483034224680881,102.58615740740741,0.0,0.0,0.0,-4.803703703703704,0.0,-6.22935185185185,-11.053101851851853,0.0,0.0,0.25,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,3.7242000000000006,36.44600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
methyl paraben,11.529460978835978,-3.064544949924416,11.529460978835978,0.6662651171579743,0.6143884490200855,152.14900000000006,144.08499999999998,152.047344116,58.0,0.0,0.33734605193325357,-0.5079661787854562,0.5079661787854562,0.33734605193325357,1.5454545454545454,2.272727272727273,2.8181818181818183,3.4162756773202942,494.70093516727707,14.955665446700477,13.22474487139159,5.224744871391589,8.597241431989012,6.474744871391589,2.5664965809277263,1.5936436964131622,1.5936436964131622,0.8988839208225469,0.8988839208225469,0.45412414523193156,0.45412414523193156,-1.51,8064.016763373079,2.236155362485989,3.0531381005525,1.7031790754529077,75.55702268950655,9.84567114490726,5.749511833283905,0.0,0.0,1.4311996572326342,5.969305287951849,0.0,4.794537184071822,0.0,0.0,0.0,24.16967483065318,0.0,22.19671384377112,24.23551822217062,5.969305287951849,1.4311996572326342,0.0,0.0,0.0,7.037952458882589,29.733126322350174,0.0,5.749511833283905,0.0,0.0,5.749511833283905,0.0,19.547265595174284,4.736862953800049,0.0,19.953298568960356,24.16967483065318,0.0,0.0,0.0,46.53,48.48989590246852,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84567114490726,11.026509550424175,60.71721466364323,0.0,11.529460978835978,3.944838789682539,-0.8269212962962957,-2.1722552910052912,-3.211126228269084,0.0,0.0,-3.064544949924416,0.125,11.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.1788,39.446300000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pentylbenzene,7.98900462962963,-3.9745565239984897,7.98900462962963,0.8833862827538421,0.5738222812418071,148.24900000000014,132.12099999999998,148.125200512,60.0,0.0,0.06256033944052992,-0.06538219544788403,0.06538219544788403,0.06256033944052992,0.9090909090909091,1.6363636363636365,2.3636363636363638,3.83672267778461,712.7090247895062,21.964101615137757,21.5,5.5,11.675426480542944,10.75,2.75,1.5,1.5,0.8125,0.8125,0.4375,0.4375,-0.78,176433.14134330605,1.2637098284131052,4.9486739683719865,3.2185695956027125,91.73564169416495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.80983545827091,18.309301294355755,15.078344117872419,6.853792780851101,21.932136898723517,0.0,0.0,0.0,0.0,32.3435917226132,0.0,35.77554503001347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.372924901329379,0.0,53.46625521170438,30.212093538316473,0.0,0.0,0.0,0.0,68.11913675262667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.932136898723517,121.74926310416143,0.0,0.0,0.0,-1.2326695956160238,0.0,-5.1515571853741475,-15.448093820861684,-3.666942502309567,0.0,0.45454545454545453,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,3.4193000000000024,49.67100000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"1,1-difluoroethane",11.333333333333334,-4.3125,11.333333333333334,3.479166666666667,0.39915452119348377,66.05,62.018,66.028106568,26.0,0.0,0.23542699288137842,-0.2108598585109328,0.23542699288137842,0.2108598585109328,1.75,2.0,2.0,4.020391543176799,67.01955000865388,7.0,5.755928946018455,1.7559289460184546,3.25,2.6279644730092273,0.6279644730092272,0.260410807933185,0.260410807933185,0.0,0.0,0.0,0.0,-0.14,21.30605883387173,0.6709206198097729,1.2096503496503497,70.18653061224487,29.055145948749878,0.0,1.3707585561702202,0.0,6.401496384060876,0.0,0.0,0.0,8.78083009534964,0.0,0.0,0.0,6.851892117295679,4.1122756685106605,0.0,14.263864320030518,0.0,0.0,0.0,0.0,13.253388501356556,0.0,0.0,0.0,0.0,0.0,8.78083009534964,0.0,0.0,6.401496384060876,0.0,0.0,12.334926341976558,0.0,0.0,0.0,0.0,0.0,13.253388501356556,8.78083009534964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.483034224680881,46.291666666666664,0.0,0.0,0.0,0.0,0.0,0.0,-4.3125,-3.479166666666667,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.2714,11.678000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5-Amino-4-chloro-2-phenylpyridazin-3(2H)-one,12.214503968253966,-1.1104654824892914,12.214503968253966,0.06413118333753243,0.7933823099108368,221.64700000000008,213.583,221.035589556,76.0,0.0,0.29187544116138525,-0.3960485313377385,0.3960485313377385,0.29187544116138525,1.3333333333333333,2.0,2.6666666666666665,2.9299955076678414,839.4004013794345,17.63531001146206,15.127853549972965,7.883782495991419,10.589999272823986,7.631960763736378,4.115498045745689,2.464955194163034,2.8429196671722616,1.5425498294026196,1.8832234735816757,0.8869675159959423,1.0092793887697165,-1.8099999999999996,82094.13976217304,3.980499762284877,3.744477633359755,1.7121178631944634,102.26677463221137,5.719716975726273,5.022633313741326,2.8236841566564013,0.0,5.559266895052008,0.0,4.794537184071822,0.0,9.780484743446223,0.0,29.7281960132224,12.08483741532659,0.0,25.7722190972032,11.048235493677723,17.28832616491608,0.0,9.780484743446223,0.0,0.0,5.719716975726273,51.76142614199638,0.0,5.687386274683562,11.27898387077828,5.687386274683562,0.0,11.600939890232516,9.780484743446223,0.0,0.0,8.224551337021321,41.17952593320305,7.846317470397728,5.687386274683562,0.0,60.91,58.34166150729168,4.794537184071822,0.0,5.719716975726273,4.681802935145185,0.0,0.0,0.0,0.0,5.098681808301038,22.649175383910233,60.460360537218996,5.7358360278267675,12.214503968253966,2.8026199924414215,-2.322981229528848,0.0,-3.382386726295456,-0.7301747921390775,0.0,0.0,0.0,15.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,2.0,1.4680999999999997,59.256400000000006,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
butadiene,6.782407407407407,-0.8453703703703701,6.782407407407407,0.694444444444444,0.3963339686814092,54.09200000000001,48.044,54.046950192,22.0,0.0,0.06162185686488817,-0.0990867373646055,0.0990867373646055,0.06162185686488817,1.25,1.75,2.0,4.708295226687178,159.92449716458776,8.309401076758503,8.0,2.0,4.464101615137754,3.75,0.75,0.25,0.25,0.0625,0.0625,0.0,0.0,-0.52,106.7559107893634,0.2976397294410822,2.48,1.48,34.884694307657746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.16622141607487,0.0,0.0,8.224551337021321,8.224551337021321,0.0,0.0,0.0,0.0,0.0,0.0,25.16622141607487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.224551337021321,25.16622141607487,0.0,0.0,0.0,0.0,25.16622141607487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.224551337021321,39.74629629629629,0.0,0.0,0.0,0.0,0.0,-1.3888888888888884,0.0,-1.6907407407407402,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3584,20.393999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
