test_true_0,test_true_1,test_true_2,test_true_3,test_true_4,test_true_5,test_true_6,test_true_7,test_true_8,test_true_9,test_true_10,test_true_11,test_true_12,test_true_13,test_true_14,test_true_15,test_true_16,test_true_17,test_true_18,test_true_19,test_true_20,test_true_21,test_true_22,test_true_23,test_true_24,test_true_25,test_true_26,test_true_27,test_true_28,test_true_29
-3.4,-1.886,-5.84,-3.68,-4.706,-2.943,-7.02,-1.74,-4.31,-2.51,0.43,-2.943,-2.43,-3.05,0.45,-2.7,-5.36,-3.7,-4.13,-5.36,-3.08,-1.99,-1.56,-6.6370000000000005,-3.37,-5.68,-1.995,-3.583,-2.218,-1.7080000000000002
-2.18,-4.69,-0.6,-2.57,-1.36,1.09,-3.03,-3.59,-7.8,-4.55,-0.01,-2.273,-2.96,-1.3,-2.37,-7.68,-0.74,-2.23,-2.43,-4.26,-1.55,-2.253,-4.522,-1.22,-5.19,-3.14,-4.1,-5.19,-0.71,-6.29
-3.38,-1.5,-7.68,-1.11,-4.047,-3.84,-2.74,-1.25,-5.23,-7.3370000000000015,-5.27,-2.369,-4.07,-0.4,-0.51,-4.6339999999999995,-0.82,-2.46,-3.45,-2.21,-2.18,-1.32,-6.51,-2.6919999999999997,-5.84,-2.593,-2.55,-4.4319999999999995,-3.67,0.52
-1.92,-3.48,-0.807,-2.41,-5.7360000000000015,-2.4,-2.322,-1.19,-1.95,-2.05,-2.06,-1.71,1.1,-4.28,-2.84,-6.301,-2.369,-2.51,-3.955,-0.44,-3.82,-4.17,-0.99,-4.43,-3.18,-1.32,-0.59,-2.281,-2.46,-3.18
-2.05,0.715,-4.2,-6.57,-4.805,0.85,-2.38,0.07,-0.85,-11.6,-4.5760000000000005,-2.34,0.85,-4.69,-4.29,-1.506,-6.56,-3.37,-1.78,-2.676,-3.7539999999999996,-2.077,-2.484,-2.404,-3.81,-0.01,-5.3820000000000014,-5.06,-0.78,-4.7
-8.334,0.85,-2.617,-3.27,-0.7,-2.21,-3.9,-4.21,-4.77,-4.871,0.38,-4.43,-2.16,-5.46,-4.194,-2.06,-2.4,-2.29,-5.24,-2.25,-3.3,1.1,-9.16,-2.06,-0.66,-1.33,-3.127,-7.8,-4.7,-2.593
-4.37,-2.1109999999999998,-1.33,-1.74,0.32,-2.82,0.32,-5.51,-5.24,-7.28,-1.1,-3.68,-1.85,-7.82,-1.995,-4.81,-1.6,-2.53,-2.21,-0.4,-1.06,-2.29,-2.86,-3.094,-3.13,-3.927,-3.39,-1.34,-2.148,-5.08
-3.76,-0.82,0.81,-2.34,-4.29,-1.886,-5.4,-4.871,0.02,-3.93,-3.15,0.26,-4.3,-5.47,-3.42,-2.43,-1.21,-4.194,-4.081,-5.2589999999999995,-7.92,-4.15,-4.4,-4.43,-4.735,-3.2,-7.02,-0.45,-4.7,-2.6
-1.84,-6.29,-7.32,-7.66,-1.155,-5.21,-2.0,-2.78,-3.4930000000000003,-0.24,-0.63,-0.62,-2.21,-2.64,-0.7,-4.37,-3.43,0.36,-2.29,0.3,-6.01,-5.115,-3.93,-8.71,-8.6,-2.03,-1.28,-4.88,-0.42,-0.6
-6.35,-2.22,-2.29,-3.13,-3.01,-3.27,-1.85,-0.79,-4.36,-0.4,-5.16,-0.7,-4.57,-1.6,-3.22,-0.71,-2.1109999999999998,-1.74,-2.0,-3.48,0.47,-2.4,-4.0,-6.523,-3.53,-2.62,-6.29,-0.62,-6.876,-3.483
0.7,-0.24,-4.678,-6.8,-4.43,-1.33,-4.046,-4.1,-3.27,-6.39,-2.5180000000000002,-3.952,-1.92,-1.14,-1.34,-2.39,-4.44,-0.98,-5.26,1.57,-0.71,-5.82,-1.06,-4.3,-4.081,-1.49,-3.54,-3.22,-1.92,-0.17
-1.57,-4.06,-0.41,-5.46,-1.73,-0.28,-1.87,-3.08,-4.81,-4.73,-3.04,0.32,-4.19,-0.98,-5.24,-1.742,-4.9,-1.97,-1.34,-1.32,-5.84,-4.8,-8.4,-3.59,-4.925,-5.89,-1.5,-3.9,0.06,-2.281
-0.74,-4.871,-2.878,-3.73,-1.25,-2.77,0.45,-2.73,-5.85,-0.63,-1.23,-1.16,-1.601,-5.46,-3.79,-0.95,-2.34,-6.0,-4.55,-0.66,-7.43,-2.39,-4.7989999999999995,-3.28,-2.23,-7.11,-5.16,-3.82,-1.742,-4.66
-7.21,-1.87,-4.26,-4.345,-6.291,-4.69,-3.7960000000000003,-2.3369999999999997,-3.4010000000000002,-1.899,-1.228,-4.5760000000000005,-4.0969999999999995,-3.14,-1.3,-2.22,-0.45,-3.79,-3.04,-1.11,-1.5,-3.88,-2.24,-3.483,-2.68,-4.114,-0.14,-2.5810000000000004,-2.7,-3.3
-0.49,-0.96,-2.084,-2.154,-4.0969999999999995,0.94,0.43,-3.0,-8.49,-5.115,-0.46,-1.96,-2.24,-1.3,-1.6,0.43,-1.62,-1.24,-9.16,-4.89,-3.63,-5.28,-7.32,-1.16,-4.12,-3.11,-6.34,-2.369,-4.19,-2.932
-0.63,-0.49,-2.32,-4.55,-3.1,-4.56,-4.0,-0.72,-4.62,-4.16,-1.71,-2.4,-1.886,-3.408,-3.592,-2.7,-5.05,0.47,-1.38,-1.6,-3.36,-6.98,-3.63,-5.64,-1.99,-1.8,-3.73,-7.92,-1.09,-2.452
-1.23,-3.01,-2.21,-1.8,-5.06,-2.5639999999999996,-4.77,-1.84,-2.24,-5.84,-2.478,-0.02,-1.64,-2.63,-7.01,-2.98,-2.68,-2.19,-4.345,-6.8,-2.59,0.45,-1.4580000000000002,-1.14,-4.173,-3.27,-2.24,-3.23,-4.7989999999999995,-2.3369999999999997
-1.9,-2.31,-8.057,-2.3369999999999997,-3.88,-3.3,-0.19,-2.154,-0.17,-3.37,-1.3,-4.402,-6.0,-3.48,-3.19,-4.0,-1.82,-0.12,-7.87,-2.478,-4.38,-6.96,-5.51,-2.08,-3.8169999999999997,-2.68,-5.24,0.07,-1.24,-0.6
-1.34,-4.6,-1.989,-1.92,-8.6,-2.64,-6.005,-2.436,-1.57,-3.785,-1.8,-5.65,-3.54,-3.59,-5.17,-1.28,-1.03,-2.863,-1.28,-0.88,-0.99,-1.01,-0.09,-3.364,0.0,-0.22,-1.36,-11.6,-8.699,-2.56
-6.726,-5.67,-2.42,-2.16,-3.52,-0.66,-1.139,-5.6129999999999995,-3.39,-1.5,-4.4,-8.6,-1.89,-1.506,-3.55,-2.461,-3.46,-2.3369999999999997,-4.07,-3.928,1.07,-8.4,-2.03,1.1,-1.899,-2.23,-5.85,-4.15,-6.124,-4.02
-3.74,0.43,1.12,-3.03,-3.685,-7.39,-7.85,-0.8,-2.658,-4.62,-0.29,-2.09,-2.404,-1.7080000000000002,0.94,-0.39,-6.96,0.6509999999999999,-6.025,-2.78,-6.56,-4.57,-2.03,-2.31,0.58,-3.4989999999999997,-3.27,-0.29,-4.11,-3.69
-1.55,-2.16,-1.995,-2.17,0.35,-1.64,-6.08,-5.7520000000000024,-4.88,-0.49,-3.01,-6.6370000000000005,-6.124,-1.84,-5.56,-5.85,-7.87,-3.0,-2.22,-5.53,-7.3370000000000015,-4.63,0.64,-0.244,0.15,1.02,-2.32,-2.82,-1.49,-4.57
-2.55,-1.64,-2.21,-1.8030000000000002,-2.78,-9.017999999999999,-2.78,-2.33,-2.7,-4.4110000000000005,-4.21,-0.8,-1.3,-3.48,-4.047,-5.24,0.0,-1.17,-3.15,-6.176,-4.26,-2.36,-5.14,-2.59,-4.6339999999999995,-2.94,-2.36,0.52,-1.74,-2.23
-2.58,-3.11,-5.26,-7.92,-3.76,-0.82,-1.94,0.38,-2.68,-1.75,-4.46,-2.253,-2.37,-4.12,-5.05,-2.05,-6.144,-1.34,-3.01,-9.332,-4.593999999999999,-3.18,-2.68,-1.81,-2.42,-4.23,-2.4,-4.54,-3.7960000000000003,-2.0
-4.56,-1.09,-3.3,-2.0,-2.21,-4.5,-0.22,-2.63,-0.8540000000000001,-2.64,-4.16,-5.27,-0.74,-2.08,-4.207,0.39,-0.624,1.58,-3.31,-3.8960000000000004,-2.54,-3.38,0.94,0.62,-3.931,-0.59,-1.33,-3.19,0.76,-0.47
0.0,-8.04,-8.49,-2.7,-5.0710000000000015,-3.59,-3.04,-1.995,-4.38,-0.02,-2.21,-5.23,-2.73,-4.64,-4.37,0.11,-2.349,-2.484,-7.42,-3.8,-2.338,-4.43,-4.53,-0.82,-2.281,-3.1,-4.871,-3.3,-7.25,0.522
-4.02,-2.42,-2.8,-3.76,-4.9,-1.62,-0.4,-5.08,-4.706,0.81,-1.46,-1.661,-4.74,-5.35,-2.63,-1.36,-2.67,-4.23,-0.85,-0.02,-4.28,-2.41,-2.9819999999999998,-1.96,-5.67,0.45,-1.55,-0.55,-2.33,-2.61
-6.876,-2.89,-2.1109999999999998,-2.59,-3.483,-7.8,-2.81,-0.63,-1.33,-2.016,-0.42,-0.244,-3.27,-1.716,-2.943,-3.52,-7.92,-1.96,-2.73,-1.08,-1.96,-2.523,-5.03,-4.81,-1.655,-2.484,-3.55,0.1,-2.63,-9.15
-1.17,-4.26,-4.5710000000000015,0.7,-2.168,-3.82,-2.863,-1.6,-0.12,-2.78,-4.88,0.38,-0.28,0.62,-5.7360000000000015,-6.57,-3.36,-3.48,-3.592,-2.55,-6.14,-4.16,-7.42,-1.63,-3.65,-8.017000000000001,-0.4,-7.39,-2.478,-0.85
-8.017000000000001,-5.19,-5.19,-0.15,-3.66,-1.37,-0.71,-2.39,-2.5180000000000002,-3.81,-4.43,-1.34,-3.928,-4.15,0.32,-1.8,-5.84,-1.4880000000000002,-1.24,-6.68,-7.32,-2.46,-2.09,-3.8169999999999997,0.07,-5.51,-3.27,-1.62,-3.5860000000000003,-2.35
-4.207,-0.972,-3.18,-3.09,-1.17,-5.16,-7.15,-2.05,-4.38,0.64,-2.33,-4.72,-2.35,-2.11,-3.45,-4.29,-1.92,-7.15,-4.86,-4.43,-3.01,-1.99,-6.237,-4.74,-4.64,-2.09,-7.2,-6.176,-2.349,-2.7
-5.68,-3.45,-0.62,-2.38,-2.73,-3.8,0.1,-3.955,-3.35,-1.85,1.02,-7.25,-0.62,-0.18,-3.5860000000000003,-3.17,-2.24,-5.14,-4.76,0.0,-4.16,-3.84,-3.3,-1.807,-4.36,-6.317,-6.96,-2.28,-3.04,-2.33
-7.8,-7.28,-2.35,-7.2,-2.322,-2.7,-2.54,0.106,-2.46,-2.05,-4.925,-6.005,-1.34,-2.09,-1.84,-2.49,-3.5039999999999996,-6.14,-3.0,-4.12,-2.98,-3.21,-3.24,-0.29,1.58,0.81,-4.0969999999999995,-1.14,-3.18,-3.536
-4.72,-2.6,-2.21,-0.04,-0.24,-1.55,-4.31,-2.58,-2.3369999999999997,-5.292999999999998,-0.6,-3.685,-0.72,-4.15,-6.57,-3.65,-5.85,-5.08,-3.13,-3.1710000000000003,-8.56,-1.54,-2.9,-3.22,-2.21,-0.36,-1.03,-0.62,-0.88,-4.15
-4.95,-2.593,-1.85,-3.0,-6.09,-3.24,-2.54,-4.88,-2.36,-0.74,0.29,-1.601,-2.266,-0.74,-1.1,-7.25,-0.7,-3.083,-8.017000000000001,0.49,-2.42,-4.862,-0.04,0.009000000000000001,-3.0,-7.82,-3.04,-3.39,-1.84,-7.92
-4.02,-2.8,-3.75,-6.237,-4.16,-1.3,-2.16,-1.28,-4.1,-2.81,-3.18,-4.25,-0.83,-3.5860000000000003,-0.8,-4.15,-3.05,-1.19,-2.06,-5.0710000000000015,-1.68,1.1,-3.85,-4.553999999999999,-0.72,-2.21,-1.54,-2.39,-1.62,-1.95
-5.05,-4.56,-3.6719999999999997,0.06,0.02,-2.73,-1.74,-0.092,-0.96,-6.237,-4.45,-4.743,-2.67,-3.927,-1.7080000000000002,0.38,-1.68,-2.73,-3.17,-0.85,-3.39,-2.5639999999999996,-3.66,-1.4580000000000002,-7.82,-6.726,-0.12,-2.9,-2.154,-5.24
-8.003,-6.98,-4.35,-1.45,-4.114,-2.09,-1.32,-3.27,-1.77,-5.2589999999999995,-4.64,-3.4,-1.36,-4.0,-1.85,-4.35,-3.62,-5.46,-4.64,-3.9,-8.057,-5.88,-11.6,0.15,-7.32,-1.742,-4.4,-3.57,-4.3,-2.05
-5.08,-4.53,-1.17,-3.571,-3.4930000000000003,1.07,-3.81,-3.39,-1.94,-0.85,-0.85,-2.168,-5.28,0.51,-3.483,-1.52,-6.02,0.02,-1.99,-3.64,-6.02,-2.13,-4.755,-0.8,-1.71,-5.27,-6.124,-1.228,-4.749,-3.05
-7.92,-5.64,-2.74,-2.78,-6.34,-0.8,-4.47,-8.003,-8.334,-4.89,-0.6,-2.356,-5.27,-6.29,0.35,-4.5760000000000005,-2.7,-1.41,-1.4,-4.862,-4.59,-0.85,-8.01,-2.74,-2.94,-1.99,-2.38,1.57,-1.96,-2.43
-1.52,-1.93,-3.9,-1.0,-2.32,-0.12,-4.66,-7.92,-8.017000000000001,1.02,-8.01,-2.4,-1.7080000000000002,-3.55,-2.281,-3.54,-7.92,-3.74,-0.82,-1.78,-3.59,-3.61,-0.244,-2.55,-3.21,1.02,-3.483,-5.27,-3.43,-2.22
-1.99,-4.09,-5.65,-3.77,-2.843,-5.89,-5.0710000000000015,1.09,-3.18,-2.22,-2.39,0.62,1.1,-1.01,-3.73,-4.88,-0.92,-4.883,-3.73,-0.96,-1.85,-3.19,-4.29,-2.28,-0.02,-2.17,1.57,-2.96,-2.07,-3.04
-1.17,0.96,-3.63,-4.26,-3.85,-4.53,-3.08,-5.19,-1.06,-3.4,-4.14,-2.15,-4.632,-1.6,-6.726,-3.39,-4.26,0.94,-2.647,-7.8,-1.4,-4.8,-1.55,-6.56,-3.19,-1.3,-3.7,-0.77,-1.4580000000000002,-0.6
-4.749,-5.05,-5.06,-2.56,-5.84,-2.36,-4.16,-3.57,-6.02,-1.63,-2.349,-2.48,0.43,-2.07,-2.06,-0.18,0.15,-0.83,0.6509999999999999,-6.62,-4.26,-2.322,-5.72,-2.39,-2.38,-4.62,-2.523,-4.14,-3.27,-6.89
-1.63,-0.63,0.51,-2.21,-2.42,-5.05,-1.94,-4.55,-6.98,0.52,-3.85,-0.092,-0.89,-5.53,0.57,-2.016,-4.55,-2.17,-4.743,-1.3,-2.92,-2.89,0.74,-2.36,-3.4989999999999997,-4.706,-2.77,-2.3,-4.07,-2.67
-3.09,-1.57,-7.2,-4.173,-4.89,0.11,-3.2239999999999998,-3.22,-3.59,-1.41,-1.75,-0.92,-2.77,-4.53,-3.3,-4.56,-1.655,0.38,-4.57,-2.12,-3.84,-4.402,-2.06,-2.676,-3.37,-3.67,-5.19,-2.78,-0.5,-0.5
-3.0,-8.23,-5.0710000000000015,-4.54,-3.27,-3.04,-2.09,-0.985,-1.96,-6.35,-5.2589999999999995,-3.955,-2.35,-4.16,-1.11,-3.84,-1.98,-2.86,-3.083,-3.685,-2.22,-1.661,-4.328,-0.47,-1.506,-8.003,-9.332,-3.38,-2.96,-4.345
-6.291,-4.92,1.1,-3.38,-1.03,-1.9,-0.66,-9.15,-4.28,-1.64,-2.148,0.43,-3.2,-3.29,-4.081,-4.735,-3.45,-4.09,-1.19,-4.16,-3.18,-3.04,-1.0,-1.99,-4.63,-1.139,-2.932,-0.49,-5.931,-4.47
-2.17,-1.29,0.96,-3.21,-3.59,-4.706,-1.17,-3.67,-4.081,-3.2460000000000004,-3.37,-0.7,-6.144,-3.685,-1.22,-3.18,-7.39,-0.17,-2.06,-3.38,-3.9989999999999997,-4.76,-4.89,0.51,-5.03,-3.01,-4.883,-5.53,-5.2589999999999995,-3.094
-2.322,-5.05,-3.6039999999999996,-7.85,-4.14,-2.647,-4.328,-3.64,-1.52,-2.56,-1.742,0.47,-1.3,-1.99,-1.85,1.1,-2.89,-4.445,-1.6,-2.77,-2.23,-5.08,-4.28,-4.08,-7.92,-4.37,-4.44,-1.3,-4.26,-6.51
-0.04,-4.14,-3.19,-3.7,1.1,-1.21,-5.666,-1.06,-7.32,-1.94,-4.955,-2.925,-3.77,-4.81,-0.7,-5.27,-3.658,-3.03,-5.05,-3.04,-0.67,-5.51,-2.64,-3.37,-4.7,-7.66,-2.09,-2.86,0.39,-2.37
-5.7360000000000015,-3.37,0.64,-7.43,-0.6,-1.077,-2.322,-2.943,-8.0,-8.804,-3.06,-2.42,-1.24,-1.34,-4.31,-7.8,-6.9,-3.23,-0.8,-4.88,-2.94,-0.8,-8.402000000000001,-2.273,-9.16,-2.766,-2.68,-1.41,-5.53,-1.52
-4.114,0.48,-8.017000000000001,-9.16,-1.139,-0.7,-1.614,-2.13,-3.091,-2.35,-4.0,-0.41,-1.25,0.46,-4.43,-3.37,1.07,-5.53,-2.16,-0.95,-0.742,-0.6,-2.16,-3.61,-5.05,-0.67,-3.79,-0.63,-3.52,-3.239
-1.13,-3.2460000000000004,-3.38,-0.22,-1.55,-0.29,-4.4,-0.14,-1.0,-2.647,-2.25,-2.077,-4.0,-5.284,-1.139,-1.22,-1.33,-3.06,-4.02,-2.647,-0.85,-0.95,-0.6,-2.19,-6.025,-1.85,-2.5180000000000002,-0.82,-6.57,-2.06
-2.13,-4.7,-4.862,-3.21,-3.63,-4.5760000000000005,-3.62,-4.047,-3.59,-1.11,-1.24,-4.12,-2.77,-2.7,-1.24,-2.59,-4.48,-3.76,-0.12,-1.74,-1.78,0.64,-2.34,-3.03,-3.26,-1.995,-3.48,-7.32,-1.29,-3.55
-3.96,-3.37,-3.68,-2.8,-4.4,-2.3,-4.4,-1.34,-3.19,-4.955,-1.4,-0.22,-2.05,-0.03,-1.98,-1.92,-3.451,-2.35,-2.349,-1.81,-4.36,0.58,-3.04,-2.16,-4.09,-3.63,-3.53,-5.65,-5.19,-1.73
-2.35,-2.67,-4.345,-2.593,-2.696,0.64,-4.445,-2.37,-3.8,-7.25,0.39,-3.8,-2.676,-2.74,-1.47,-3.451,-4.314,-2.57,-0.466,-2.68,-2.218,-1.66,0.38,-1.33,-3.04,-6.96,-2.58,-1.6,-6.301,-0.36
-2.084,-5.35,-4.92,-2.96,-2.8,-1.16,-4.15,-3.13,-3.3,-7.68,0.0,-1.742,-3.65,-3.04,0.26,-1.7080000000000002,-3.21,-1.39,-3.927,-4.0,-4.12,-3.0,-6.14,-6.09,-1.94,-2.468,-3.685,-2.484,-1.38,0.81
-0.29,-8.4,-2.06,-1.99,-4.23,-0.4,-6.9,-3.0210000000000004,-1.0,-2.32,-3.33,-1.4,-0.364,0.96,-2.46,-1.44,-2.05,-5.27,-4.25,-4.53,-4.04,-3.324,-8.699,-6.29,-0.77,-2.6,-1.52,-6.08,-0.77,-1.99
0.76,-2.05,-6.307,-0.92,-4.328,-0.31,-6.34,-1.155,-2.09,-2.28,-2.56,-5.3820000000000014,-9.16,-8.0,-3.33,-8.017000000000001,-1.34,0.45,-1.08,-4.5,-0.89,-1.96,-6.68,-4.4,-5.26,-2.19,-3.4930000000000003,-2.22,-2.0,-5.931
-2.21,-2.03,-7.0,1.1,-9.16,-3.01,-3.35,-1.04,-6.876,-2.09,-4.23,-5.05,-2.8310000000000004,-3.01,-1.45,-0.807,-2.925,-7.43,-1.33,-3.66,-4.3,-2.28,-7.0,-1.827,-6.307,0.52,-3.8,-3.85,-7.278,-5.84
-3.931,-5.233,-4.37,-1.807,-2.3,0.61,-1.52,-5.6960000000000015,-2.05,-3.23,-1.41,0.64,-1.8030000000000002,-1.79,-0.63,-4.4,-2.16,-0.22,-2.74,-5.82,-2.18,-6.57,-3.1,-3.9530000000000003,-0.15,-1.6,-0.01,-1.3,-4.31,-3.2239999999999998
-2.878,-2.266,-0.92,-3.18,-3.03,-3.19,-7.39,-4.2860000000000005,-2.82,-3.4,-2.09,-5.666,-7.278,-0.36,-6.39,-2.23,-2.06,-0.72,-0.7,-0.19,-0.22,-4.36,-2.452,-2.41,-2.64,-8.04,-5.68,-4.25,-3.78,-1.19
-0.59,-2.5180000000000002,-1.99,-6.34,-2.436,-8.01,-5.27,-4.57,-2.41,-2.266,-1.5,-3.66,-4.114,-2.523,-1.62,-4.0,-3.7539999999999996,-2.5180000000000002,-1.21,0.47,-1.19,-6.08,-2.51,-0.742,-7.3210000000000015,-0.46,-1.34,-1.827,-4.63,-4.7
-1.98,-0.91,-1.899,-6.876,-1.24,-4.678999999999999,-3.04,-1.01,-2.73,-4.5760000000000005,-4.522,-3.39,-3.21,1.1440000000000001,-2.78,-3.14,-1.29,-4.0,-7.96,-1.99,0.85,-5.03,-1.827,-1.09,-3.483,-0.73,-3.67,-1.16,-6.02,-1.75
-4.5760000000000005,-0.6,-6.49,1.07,-3.536,-5.3820000000000014,-1.01,-3.8,-6.86,-2.96,-1.95,-2.0,-0.51,-2.35,-3.4010000000000002,-3.77,-2.35,-2.23,-4.24,-3.55,-1.64,-6.237,-1.34,-3.0,-1.24,-2.93,-3.638,-4.22,-1.24,-1.34
-4.755,-4.36,-3.3,-0.244,0.26,-4.76,-2.57,-4.63,-6.39,-2.12,0.26,-4.88,-1.85,-4.13,-3.082,-3.39,-2.928,-0.18,-1.5,-0.77,-3.2,-3.35,-5.8389999999999995,-1.92,-3.0,0.62,-2.51,-1.989,-0.85,-7.15
-5.64,-3.54,-2.696,-3.39,-2.96,-4.35,1.02,-2.58,-1.08,-2.37,-2.82,-1.44,-3.48,-7.25,-3.54,-8.334,-2.5639999999999996,-1.74,-2.932,-5.666,-3.5039999999999996,-1.01,-1.92,-1.78,-7.2,-1.74,-4.0,-4.45,-5.22,-6.2
-4.62,-1.19,-6.124,-1.0,-3.6,0.54,-4.64,-1.742,-2.77,-3.6719999999999997,-5.08,-3.43,-4.86,-1.06,-1.06,-4.16,-5.666,-3.5860000000000003,-4.53,-1.4,1.57,-8.0,-2.49,-2.084,-1.6,0.96,-2.523,-0.985,-1.99,-8.6
-1.68,-2.616,-2.51,-2.92,-5.3820000000000014,-6.89,-2.44,-3.26,-5.4,-4.23,-0.47,-3.4930000000000003,-1.96,-3.0210000000000004,-1.52,-2.53,-2.73,1.02,0.32,0.522,-0.62,-3.15,-3.81,-3.68,-3.3,-3.18,-3.18,-2.273,0.48,-4.046
-3.01,-5.37,-2.39,-3.74,-1.41,-4.81,-7.96,-7.28,-3.57,-0.96,-2.658,-1.506,-1.33,-4.72,-2.09,-1.6,-3.81,-3.43,-0.49,-5.19,-2.36,-1.95,-4.88,-2.89,-5.64,-4.88,-2.82,-2.21,-8.94,-1.09
-4.046,-3.04,-4.07,-2.51,-8.003,-2.404,-3.04,-2.8,-1.7080000000000002,-1.06,-4.89,-3.082,-3.3,-4.22,-4.6339999999999995,-4.11,-4.21,-2.68,-0.85,-3.11,-5.666,-4.88,-2.13,-1.8,-0.49,-3.04,-2.616,-3.8960000000000004,-0.41,-3.451
-5.06,-0.62,-5.184,-1.3,-0.9,-0.39,-3.01,-1.33,-2.38,-2.34,0.54,-3.5860000000000003,-6.301,-3.6,-2.676,-2.19,1.02,-1.46,-1.89,-2.94,-5.21,-2.34,-4.25,0.26,-5.27,-3.21,-4.925,-4.2,-4.12,-1.52
-1.38,-3.36,0.58,-3.685,-3.18,-1.75,-3.79,-3.81,-1.45,-1.96,-1.8,-3.54,-3.54,-3.54,-1.655,-3.43,-3.84,0.48,-2.7,-3.48,-6.29,-0.83,-0.466,-3.9,-5.8389999999999995,-4.13,-1.52,-3.68,-3.93,-2.57
-2.64,-3.38,-3.27,-5.0,-6.8,-0.89,-0.63,0.85,-4.28,-6.01,-5.4,-3.13,-4.73,-2.016,-4.955,-4.77,-0.41,0.28,-1.46,-0.41,-2.4,-4.71,-1.17,-4.16,-3.46,1.09,-0.78,-3.8,-0.8,-0.01
